Cliente,Comprou
Adulto_com_Crianca,Não_Comprou
Adulto_com_Crianca,Não_Comprou
Adulto_com_Crianca,Não_Comprou
Adulto,Não_Comprou
Adulto,Não_Comprou
Adulto,Não_Comprou
Adulto_com_Crianca,Comprou
Adulto_com_Crianca,Comprou
Adulto_com_Crianca,Comprou
Adulto_com_Crianca,Comprou
Adulto_com_Crianca,Comprou
Adulto_com_Crianca,Comprou
Adulto_com_Crianca,Comprou
Adulto_com_Crianca,Comprou
Adulto_com_Crianca,Comprou
Adulto_com_Crianca,Comprou
Adulto_com_Crianca,Comprou
Adulto_com_Crianca,Comprou
Adulto_com_Crianca,Comprou
Adulto_com_Crianca,Comprou
Adulto_com_Crianca,Comprou
Adulto_com_Crianca,Comprou
Adulto_com_Crianca,Comprou
Adulto_com_Crianca,Comprou
Adulto,Não_Comprou
Adulto,Não_Comprou
Adulto,Não_Comprou
Adulto,Não_Comprou
Adulto_com_Crianca,Comprou
Adulto_com_Crianca,Não_Comprou
Adulto_com_Crianca,Comprou
Adulto_com_Crianca,Comprou
Adulto,Não_Comprou
Adulto_com_Crianca,Não_Comprou
Adulto,Não_Comprou
Adulto,Não_Comprou
Adulto_com_Crianca,Não_Comprou
Adulto_com_Crianca,Comprou
Adulto_com_Crianca,Comprou
Adulto,Não_Comprou
Adulto_com_Crianca,Não_Comprou
Adulto,Não_Comprou
Adulto,Não_Comprou
Adulto,Não_Comprou
Adulto,Comprou
Adulto,Comprou
Adulto,Comprou
Adulto,Comprou
Adulto,Comprou
Adulto,Comprou
